Pedido_ID,Linea_ID,Fecha,Hora inicio preparación,Hora fin preparación,Plato,Cantidad_platos,Insumo,Cantidad_insumo,Unidad,Lote_ID,Ubicación_origen,Responsable (cocinero/chef),Tiempo_total,Estado del pedido,Desperdicio registrado,Observaciones del pedido
20240331-4,1,2024-03-31,10:19,14:40,Arroz Chaufa,36,Arroz,9.0,kg,L441-0147,E1,Chef,10,Completado,0.3922120508708992,
20240331-4,2,2024-03-31,10:19,14:40,Arroz Chaufa,36,Huevo,1.8,kg,L212-0029,C4,Chef,10,Completado,0.159344123052244,
20240331-4,3,2024-03-31,10:19,14:40,Arroz Chaufa,36,Pollo desmenuzado,2.16,kg,L701-0036,A3,Chef,10,Completado,0.09635093447844571,
20240331-5,1,2024-03-31,15:25,10:35,Tallarines Verdes,34,Fideos,6.8,kg,L174-0078,E2,Chef,15,Completado,0.606684103294066,
20240331-5,2,2024-03-31,15:25,10:35,Tallarines Verdes,34,Espinaca,2.04,kg,L746-0024,C5,Chef,15,Completado,0.17714866431727916,
20240331-5,3,2024-03-31,15:25,10:35,Tallarines Verdes,34,Queso fresco,1.02,kg,L298-0012,C6,Chef,15,Completado,0.05252373077726583,
20240401-1,1,2024-04-01,10:53,18:19,Lomo Saltado,76,Carne de res,13.68,kg,L595-0210,A1,Chef,7,Completado,1.0955713800079676,
20240401-1,2,2024-04-01,10:53,18:19,Lomo Saltado,76,Papa amarilla,11.4,kg,L057-0175,B1,Chef,7,Completado,0.9469647957000233,
20240401-1,3,2024-04-01,10:53,18:19,Lomo Saltado,76,Cebolla roja,3.04,kg,L875-0078,C1,Chef,7,Completado,0.25432777743118246,
20240401-2,1,2024-04-01,11:38,20:36,Pollo a la Brasa,61,Pollo entero,24.4,kg,L162-0393,A2,Chef,9,Completado,1.389742147199735,
20240401-2,2,2024-04-01,11:38,20:36,Pollo a la Brasa,61,Papa blanca,12.2,kg,L336-0200,B2,Chef,9,Completado,0.7657172252061653,
20240401-2,3,2024-04-01,11:38,20:36,Pollo a la Brasa,61,Ensalada,6.1,kg,L281-0099,C2,Chef,9,Completado,0.28648468754463424,
20240401-3,1,2024-04-01,11:16,18:02,Ceviche Clásico,38,Pescado blanco,7.6,kg,L189-0155,D1,Chef,14,Completado,0.485965744749841,
20240401-3,2,2024-04-01,11:16,18:02,Ceviche Clásico,38,Limón,1.9,ml,L173-0038,D2,Chef,14,Completado,0.08121462852431081,
20240401-3,3,2024-04-01,11:16,18:02,Ceviche Clásico,38,Cebolla roja,1.52,kg,L875-0078,C1,Chef,14,Completado,0.07386577208314453,
20240401-4,1,2024-04-01,10:20,19:52,Arroz Chaufa,42,Arroz,10.5,kg,L441-0147,E1,Chef,15,Completado,0.9775069529053751,
20240401-4,2,2024-04-01,10:20,19:52,Arroz Chaufa,42,Huevo,2.1,kg,L212-0029,C4,Chef,15,Completado,0.08531354474768275,
20240401-4,3,2024-04-01,10:20,19:52,Arroz Chaufa,42,Pollo desmenuzado,2.52,kg,L701-0036,A3,Chef,15,Completado,0.11711346238226171,
20240401-5,1,2024-04-01,17:09,10:27,Tallarines Verdes,18,Fideos,3.6,kg,L174-0078,E2,Chef,15,Completado,0.2820179958003483,
20240401-5,2,2024-04-01,17:09,10:27,Tallarines Verdes,18,Espinaca,1.08,kg,L746-0024,C5,Chef,15,Completado,0.07433883644522372,
20240401-5,3,2024-04-01,17:09,10:27,Tallarines Verdes,18,Queso fresco,0.54,kg,L298-0012,C6,Chef,15,Completado,0.04024547861334205,
20240402-1,1,2024-04-02,11:42,11:27,Lomo Saltado,46,Carne de res,8.28,kg,L595-0210,A1,Chef,10,Completado,0.7847516174991068,
20240402-1,2,2024-04-02,11:42,11:27,Lomo Saltado,46,Papa amarilla,6.9,kg,L057-0175,B1,Chef,10,Completado,0.597450789950371,
20240402-1,3,2024-04-02,11:42,11:27,Lomo Saltado,46,Cebolla roja,1.84,kg,L875-0078,C1,Chef,10,Completado,0.11720964556146549,
20240402-2,1,2024-04-02,17:45,13:12,Pollo a la Brasa,48,Pollo entero,19.2,kg,L162-0394,A2,Chef,12,Completado,1.8456999628266564,
20240402-2,2,2024-04-02,17:45,13:12,Pollo a la Brasa,48,Papa blanca,9.6,kg,L336-0200,B2,Chef,12,Completado,0.7456217231996486,
20240402-2,3,2024-04-02,17:45,13:12,Pollo a la Brasa,48,Ensalada,4.8,kg,L281-0099,C2,Chef,12,Completado,0.32202007468403393,
20240402-3,1,2024-04-02,15:49,11:54,Ceviche Clásico,33,Pescado blanco,6.6,kg,L189-0155,D1,Chef,13,Completado,0.5368259611737755,
20240402-3,2,2024-04-02,15:49,11:54,Ceviche Clásico,33,Limón,1.65,ml,L173-0038,D2,Chef,13,Completado,0.14374388743023922,
20240402-3,3,2024-04-02,15:49,11:54,Ceviche Clásico,33,Cebolla roja,1.32,kg,L875-0078,C1,Chef,13,Completado,0.06728497583425738,
20240402-4,1,2024-04-02,18:07,19:19,Arroz Chaufa,30,Arroz,7.5,kg,L441-0147,E1,Chef,17,Completado,0.4848557928934612,
20240402-4,2,2024-04-02,18:07,19:19,Arroz Chaufa,30,Huevo,1.5,kg,L212-0029,C4,Chef,17,Completado,0.11070756802521525,
20240402-4,3,2024-04-02,18:07,19:19,Arroz Chaufa,30,Pollo desmenuzado,1.8,kg,L701-0036,A3,Chef,17,Completado,0.09490420134559312,
20240402-5,1,2024-04-02,12:51,11:56,Tallarines Verdes,17,Fideos,3.4,kg,L174-0078,E2,Chef,17,Completado,0.17067706560589624,
20240402-5,2,2024-04-02,12:51,11:56,Tallarines Verdes,17,Espinaca,1.02,kg,L746-0024,C5,Chef,17,Completado,0.09089344784134865,
20240402-5,3,2024-04-02,12:51,11:56,Tallarines Verdes,17,Queso fresco,0.51,kg,L298-0012,C6,Chef,17,Completado,0.035183080343373765,
20240403-1,1,2024-04-03,12:07,12:48,Lomo Saltado,58,Carne de res,10.44,kg,L595-0210,A1,Chef,16,Completado,0.5103027407251529,
20240403-1,2,2024-04-03,12:07,12:48,Lomo Saltado,58,Papa amarilla,8.7,kg,L057-0175,B1,Chef,16,Completado,0.7475927808837737,
20240403-1,3,2024-04-03,12:07,12:48,Lomo Saltado,58,Cebolla roja,2.32,kg,L875-0078,C1,Chef,16,Completado,0.23055914510151057,
20240403-2,1,2024-04-03,14:32,12:47,Pollo a la Brasa,40,Pollo entero,16.0,kg,L162-0394,A2,Chef,8,Completado,1.211326072855639,
20240403-2,2,2024-04-03,14:32,12:47,Pollo a la Brasa,40,Papa blanca,8.0,kg,L336-0201,B2,Chef,8,Completado,0.7993336435113332,
20240403-2,3,2024-04-03,14:32,12:47,Pollo a la Brasa,40,Ensalada,4.0,kg,L281-0099,C2,Chef,8,Completado,0.3247285480391303,
20240403-3,1,2024-04-03,18:07,12:55,Ceviche Clásico,33,Pescado blanco,6.6,kg,L189-0155,D1,Chef,16,Completado,0.38035526677228937,
20240403-3,2,2024-04-03,18:07,12:55,Ceviche Clásico,33,Limón,1.65,ml,L173-0039,D2,Chef,16,Completado,0.07746665625150263,
20240403-3,3,2024-04-03,18:07,12:55,Ceviche Clásico,33,Cebolla roja,1.32,kg,L875-0078,C1,Chef,16,Completado,0.12612790422795792,
20240403-4,1,2024-04-03,11:00,20:17,Arroz Chaufa,29,Arroz,7.25,kg,L441-0147,E1,Chef,7,Completado,0.5964332120804573,
20240403-4,2,2024-04-03,11:00,20:17,Arroz Chaufa,29,Huevo,1.45,kg,L212-0029,C4,Chef,7,Completado,0.0598429960344245,
20240403-4,3,2024-04-03,11:00,20:17,Arroz Chaufa,29,Pollo desmenuzado,1.74,kg,L701-0037,A3,Chef,7,Completado,0.10686970663699119,
20240403-5,1,2024-04-03,19:08,10:16,Tallarines Verdes,19,Fideos,3.8,kg,L174-0078,E2,Chef,10,Completado,0.2635490627463318,
20240403-5,2,2024-04-03,19:08,10:16,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0024,C5,Chef,10,Completado,0.06190543842599294,
20240403-5,3,2024-04-03,19:08,10:16,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0012,C6,Chef,10,Completado,0.030195409542378673,
20240404-1,1,2024-04-04,15:01,12:30,Lomo Saltado,72,Carne de res,12.96,kg,L595-0211,A1,Chef,16,Completado,0.8781141877881771,
20240404-1,2,2024-04-04,15:01,12:30,Lomo Saltado,72,Papa amarilla,10.8,kg,L057-0175,B1,Chef,16,Completado,0.8490756584915756,
20240404-1,3,2024-04-04,15:01,12:30,Lomo Saltado,72,Cebolla roja,2.88,kg,L875-0078,C1,Chef,16,Completado,0.2726494932894997,
20240404-2,1,2024-04-04,16:39,12:33,Pollo a la Brasa,49,Pollo entero,19.6,kg,L162-0394,A2,Chef,10,Completado,0.9546471489036806,
20240404-2,2,2024-04-04,16:39,12:33,Pollo a la Brasa,49,Papa blanca,9.8,kg,L336-0201,B2,Chef,10,Completado,0.44926020116124615,
20240404-2,3,2024-04-04,16:39,12:33,Pollo a la Brasa,49,Ensalada,4.9,kg,L281-0099,C2,Chef,10,Completado,0.31669736539644566,
20240404-3,1,2024-04-04,11:38,11:22,Ceviche Clásico,36,Pescado blanco,7.2,kg,L189-0155,D1,Chef,12,Completado,0.6597597204494424,
20240404-3,2,2024-04-04,11:38,11:22,Ceviche Clásico,36,Limón,1.8,ml,L173-0039,D2,Chef,12,Completado,0.17086735455236834,
20240404-3,3,2024-04-04,11:38,11:22,Ceviche Clásico,36,Cebolla roja,1.44,kg,L875-0078,C1,Chef,12,Completado,0.11457500076451921,
20240404-4,1,2024-04-04,13:09,13:23,Arroz Chaufa,35,Arroz,8.75,kg,L441-0147,E1,Chef,17,Completado,0.4872021710224306,
20240404-4,2,2024-04-04,13:09,13:23,Arroz Chaufa,35,Huevo,1.75,kg,L212-0029,C4,Chef,17,Completado,0.09883748292339677,
20240404-4,3,2024-04-04,13:09,13:23,Arroz Chaufa,35,Pollo desmenuzado,2.1,kg,L701-0037,A3,Chef,17,Completado,0.0979936256314255,
20240404-5,1,2024-04-04,10:55,11:57,Tallarines Verdes,24,Fideos,4.8,kg,L174-0078,E2,Chef,10,Completado,0.2626655344155832,
20240404-5,2,2024-04-04,10:55,11:57,Tallarines Verdes,24,Espinaca,1.44,kg,L746-0024,C5,Chef,10,Completado,0.13373239315117513,
20240404-5,3,2024-04-04,10:55,11:57,Tallarines Verdes,24,Queso fresco,0.72,kg,L298-0012,C6,Chef,10,Completado,0.0329014799149588,
20240405-1,1,2024-04-05,16:58,12:11,Lomo Saltado,46,Carne de res,8.28,kg,L595-0211,A1,Chef,13,Completado,0.5654356132449024,
20240405-1,2,2024-04-05,16:58,12:11,Lomo Saltado,46,Papa amarilla,6.9,kg,L057-0175,B1,Chef,13,Completado,0.3165206502391724,
20240405-1,3,2024-04-05,16:58,12:11,Lomo Saltado,46,Cebolla roja,1.84,kg,L875-0078,C1,Chef,13,Completado,0.11743117551935517,
20240405-2,1,2024-04-05,18:28,18:09,Pollo a la Brasa,34,Pollo entero,13.6,kg,L162-0394,A2,Chef,15,Completado,0.7079476298752848,
20240405-2,2,2024-04-05,18:28,18:09,Pollo a la Brasa,34,Papa blanca,6.8,kg,L336-0201,B2,Chef,15,Completado,0.43779549975182674,
20240405-2,3,2024-04-05,18:28,18:09,Pollo a la Brasa,34,Ensalada,3.4,kg,L281-0099,C2,Chef,15,Completado,0.30967717894522834,
20240405-3,1,2024-04-05,10:18,11:52,Ceviche Clásico,30,Pescado blanco,6.0,kg,L189-0155,D1,Chef,8,Completado,0.28354762274029865,
20240405-3,2,2024-04-05,10:18,11:52,Ceviche Clásico,30,Limón,1.5,ml,L173-0039,D2,Chef,8,Completado,0.10613695834058527,
20240405-3,3,2024-04-05,10:18,11:52,Ceviche Clásico,30,Cebolla roja,1.2,kg,L875-0078,C1,Chef,8,Completado,0.08623695836023944,
20240405-4,1,2024-04-05,12:34,14:48,Arroz Chaufa,16,Arroz,4.0,kg,L441-0147,E1,Chef,8,Completado,0.3267257594119101,
20240405-4,2,2024-04-05,12:34,14:48,Arroz Chaufa,16,Huevo,0.8,kg,L212-0029,C4,Chef,8,Completado,0.07964471821227713,
20240405-4,3,2024-04-05,12:34,14:48,Arroz Chaufa,16,Pollo desmenuzado,0.96,kg,L701-0037,A3,Chef,8,Completado,0.05934349118371736,
20240405-5,1,2024-04-05,12:33,12:36,Tallarines Verdes,9,Fideos,1.8,kg,L174-0078,E2,Chef,15,Completado,0.12899592799086207,
20240405-5,2,2024-04-05,12:33,12:36,Tallarines Verdes,9,Espinaca,0.54,kg,L746-0024,C5,Chef,15,Completado,0.034262732076691144,
20240405-5,3,2024-04-05,12:33,12:36,Tallarines Verdes,9,Queso fresco,0.27,kg,L298-0012,C6,Chef,15,Completado,0.012983146370806681,
20240406-1,1,2024-04-06,12:09,14:39,Lomo Saltado,93,Carne de res,16.74,kg,L595-0211,A1,Chef,10,Completado,1.2530803347130604,
20240406-1,2,2024-04-06,12:09,14:39,Lomo Saltado,93,Papa amarilla,13.95,kg,L057-0176,B1,Chef,10,Completado,0.7307849476543747,
20240406-1,3,2024-04-06,12:09,14:39,Lomo Saltado,93,Cebolla roja,3.72,kg,L875-0078,C1,Chef,10,Completado,0.22123685413789587,
20240406-2,1,2024-04-06,14:06,19:34,Pollo a la Brasa,70,Pollo entero,28.0,kg,L162-0394,A2,Chef,7,Completado,2.543077649905275,
20240406-2,2,2024-04-06,14:06,19:34,Pollo a la Brasa,70,Papa blanca,14.0,kg,L336-0201,B2,Chef,7,Completado,0.6690133278190403,
20240406-2,3,2024-04-06,14:06,19:34,Pollo a la Brasa,70,Ensalada,7.0,kg,L281-0099,C2,Chef,7,Completado,0.4010367441402656,
20240406-3,1,2024-04-06,15:05,20:21,Ceviche Clásico,58,Pescado blanco,11.6,kg,L189-0155,D1,Chef,11,Completado,0.9437318928418228,
20240406-3,2,2024-04-06,15:05,20:21,Ceviche Clásico,58,Limón,2.9,ml,L173-0039,D2,Chef,11,Completado,0.21861457297496106,
20240406-3,3,2024-04-06,15:05,20:21,Ceviche Clásico,58,Cebolla roja,2.32,kg,L875-0078,C1,Chef,11,Completado,0.10121381895262911,
20240406-4,1,2024-04-06,18:29,14:45,Arroz Chaufa,47,Arroz,11.75,kg,L441-0147,E1,Chef,9,Completado,1.0088192036321346,
20240406-4,2,2024-04-06,18:29,14:45,Arroz Chaufa,47,Huevo,2.35,kg,L212-0029,C4,Chef,9,Completado,0.14816795979163844,
20240406-4,3,2024-04-06,18:29,14:45,Arroz Chaufa,47,Pollo desmenuzado,2.82,kg,L701-0037,A3,Chef,9,Completado,0.25191901269713274,
20240406-5,1,2024-04-06,18:19,17:49,Tallarines Verdes,32,Fideos,6.4,kg,L174-0078,E2,Chef,6,Completado,0.28679392747818755,
20240406-5,2,2024-04-06,18:19,17:49,Tallarines Verdes,32,Espinaca,1.92,kg,L746-0024,C5,Chef,6,Completado,0.18721256899057345,
20240406-5,3,2024-04-06,18:19,17:49,Tallarines Verdes,32,Queso fresco,0.96,kg,L298-0012,C6,Chef,6,Completado,0.08865596188081082,
20240407-1,1,2024-04-07,20:10,13:58,Lomo Saltado,72,Carne de res,12.96,kg,L595-0211,A1,Chef,7,Completado,1.0589282426673912,
20240407-1,2,2024-04-07,20:10,13:58,Lomo Saltado,72,Papa amarilla,10.8,kg,L057-0176,B1,Chef,7,Completado,0.5664758305236047,
20240407-1,3,2024-04-07,20:10,13:58,Lomo Saltado,72,Cebolla roja,2.88,kg,L875-0078,C1,Chef,7,Completado,0.2589073096301189,
20240407-2,1,2024-04-07,13:24,10:49,Pollo a la Brasa,39,Pollo entero,15.6,kg,L162-0394,A2,Chef,15,Completado,1.4481835246765467,
20240407-2,2,2024-04-07,13:24,10:49,Pollo a la Brasa,39,Papa blanca,7.8,kg,L336-0201,B2,Chef,15,Completado,0.6085294951079568,
20240407-2,3,2024-04-07,13:24,10:49,Pollo a la Brasa,39,Ensalada,3.9,kg,L281-0099,C2,Chef,15,Completado,0.1992996174273125,
20240407-3,1,2024-04-07,11:25,18:47,Ceviche Clásico,41,Pescado blanco,8.2,kg,L189-0155,D1,Chef,10,Completado,0.35264242612042973,
20240407-3,2,2024-04-07,11:25,18:47,Ceviche Clásico,41,Limón,2.05,ml,L173-0039,D2,Chef,10,Completado,0.09552717881886666,
20240407-3,3,2024-04-07,11:25,18:47,Ceviche Clásico,41,Cebolla roja,1.64,kg,L875-0078,C1,Chef,10,Completado,0.12591809138741278,
20240407-4,1,2024-04-07,18:07,12:03,Arroz Chaufa,25,Arroz,6.25,kg,L441-0147,E1,Chef,14,Completado,0.557737544424772,
20240407-4,2,2024-04-07,18:07,12:03,Arroz Chaufa,25,Huevo,1.25,kg,L212-0029,C4,Chef,14,Completado,0.1177059807972548,
20240407-4,3,2024-04-07,18:07,12:03,Arroz Chaufa,25,Pollo desmenuzado,1.5,kg,L701-0037,A3,Chef,14,Completado,0.12792178796803574,
20240407-5,1,2024-04-07,12:25,16:24,Tallarines Verdes,19,Fideos,3.8,kg,L174-0078,E2,Chef,15,Completado,0.3155721470249998,
20240407-5,2,2024-04-07,12:25,16:24,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0024,C5,Chef,15,Completado,0.09963460395113603,
20240407-5,3,2024-04-07,12:25,16:24,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0012,C6,Chef,15,Completado,0.028780303187351853,
20240408-1,1,2024-04-08,16:35,20:04,Lomo Saltado,65,Carne de res,11.7,kg,L595-0211,A1,Chef,13,Completado,0.6601346032553095,
20240408-1,2,2024-04-08,16:35,20:04,Lomo Saltado,65,Papa amarilla,9.75,kg,L057-0176,B1,Chef,13,Completado,0.403705996604803,
20240408-1,3,2024-04-08,16:35,20:04,Lomo Saltado,65,Cebolla roja,2.6,kg,L875-0078,C1,Chef,13,Completado,0.13755276884814088,
20240408-2,1,2024-04-08,10:04,13:59,Pollo a la Brasa,45,Pollo entero,18.0,kg,L162-0395,A2,Chef,17,Completado,0.8089358253017309,
20240408-2,2,2024-04-08,10:04,13:59,Pollo a la Brasa,45,Papa blanca,9.0,kg,L336-0201,B2,Chef,17,Completado,0.608942732613363,
20240408-2,3,2024-04-08,10:04,13:59,Pollo a la Brasa,45,Ensalada,4.5,kg,L281-0100,C2,Chef,17,Completado,0.29655856450046814,
20240408-3,1,2024-04-08,19:10,18:50,Ceviche Clásico,34,Pescado blanco,6.8,kg,L189-0155,D1,Chef,8,Completado,0.6334616478935104,
20240408-3,2,2024-04-08,19:10,18:50,Ceviche Clásico,34,Limón,1.7,ml,L173-0039,D2,Chef,8,Completado,0.15381381113728698,
20240408-3,3,2024-04-08,19:10,18:50,Ceviche Clásico,34,Cebolla roja,1.36,kg,L875-0078,C1,Chef,8,Completado,0.1139807689747893,
20240408-4,1,2024-04-08,11:40,13:58,Arroz Chaufa,45,Arroz,11.25,kg,L441-0148,E1,Chef,12,Completado,0.8989005245167845,
20240408-4,2,2024-04-08,11:40,13:58,Arroz Chaufa,45,Huevo,2.25,kg,L212-0029,C4,Chef,12,Completado,0.1697833182778586,
20240408-4,3,2024-04-08,11:40,13:58,Arroz Chaufa,45,Pollo desmenuzado,2.7,kg,L701-0037,A3,Chef,12,Completado,0.20366976457124616,
20240408-5,1,2024-04-08,18:07,14:40,Tallarines Verdes,25,Fideos,5.0,kg,L174-0078,E2,Chef,13,Completado,0.342982548443338,
20240408-5,2,2024-04-08,18:07,14:40,Tallarines Verdes,25,Espinaca,1.5,kg,L746-0024,C5,Chef,13,Completado,0.07311870534735876,
20240408-5,3,2024-04-08,18:07,14:40,Tallarines Verdes,25,Queso fresco,0.75,kg,L298-0012,C6,Chef,13,Completado,0.06924184968665592,
20240409-1,1,2024-04-09,17:28,14:59,Lomo Saltado,50,Carne de res,9.0,kg,L595-0211,A1,Chef,11,Completado,0.6900220307814848,
20240409-1,2,2024-04-09,17:28,14:59,Lomo Saltado,50,Papa amarilla,7.5,kg,L057-0176,B1,Chef,11,Completado,0.543729522694453,
20240409-1,3,2024-04-09,17:28,14:59,Lomo Saltado,50,Cebolla roja,2.0,kg,L875-0078,C1,Chef,11,Completado,0.12174760835176426,
20240409-2,1,2024-04-09,18:46,18:17,Pollo a la Brasa,54,Pollo entero,21.6,kg,L162-0395,A2,Chef,16,Completado,1.7094375266083888,
20240409-2,2,2024-04-09,18:46,18:17,Pollo a la Brasa,54,Papa blanca,10.8,kg,L336-0201,B2,Chef,16,Completado,0.7801200239578511,
20240409-2,3,2024-04-09,18:46,18:17,Pollo a la Brasa,54,Ensalada,5.4,kg,L281-0100,C2,Chef,16,Completado,0.40733120984410714,
20240409-3,1,2024-04-09,19:19,18:40,Ceviche Clásico,39,Pescado blanco,7.8,kg,L189-0155,D1,Chef,10,Completado,0.3767442124862227,
20240409-3,2,2024-04-09,19:19,18:40,Ceviche Clásico,39,Limón,1.95,ml,L173-0039,D2,Chef,10,Completado,0.15412892599927466,
20240409-3,3,2024-04-09,19:19,18:40,Ceviche Clásico,39,Cebolla roja,1.56,kg,L875-0078,C1,Chef,10,Completado,0.08533803323742008,
20240409-4,1,2024-04-09,12:16,20:17,Arroz Chaufa,24,Arroz,6.0,kg,L441-0148,E1,Chef,12,Completado,0.5505880630814726,
20240409-4,2,2024-04-09,12:16,20:17,Arroz Chaufa,24,Huevo,1.2,kg,L212-0029,C4,Chef,12,Completado,0.08301658892698446,
20240409-4,3,2024-04-09,12:16,20:17,Arroz Chaufa,24,Pollo desmenuzado,1.44,kg,L701-0037,A3,Chef,12,Completado,0.12846917860684312,
20240409-5,1,2024-04-09,14:00,15:59,Tallarines Verdes,21,Fideos,4.2,kg,L174-0078,E2,Chef,12,Completado,0.19711810888332904,
20240409-5,2,2024-04-09,14:00,15:59,Tallarines Verdes,21,Espinaca,1.26,kg,L746-0024,C5,Chef,12,Completado,0.09144118314710267,
20240409-5,3,2024-04-09,14:00,15:59,Tallarines Verdes,21,Queso fresco,0.63,kg,L298-0012,C6,Chef,12,Completado,0.037740542158978624,
20240410-1,1,2024-04-10,20:25,14:05,Lomo Saltado,34,Carne de res,6.12,kg,L595-0211,A1,Chef,13,Completado,0.47970035921602705,
20240410-1,2,2024-04-10,20:25,14:05,Lomo Saltado,34,Papa amarilla,5.1,kg,L057-0176,B1,Chef,13,Completado,0.30739271503794025,
20240410-1,3,2024-04-10,20:25,14:05,Lomo Saltado,34,Cebolla roja,1.36,kg,L875-0078,C1,Chef,13,Completado,0.09021068859665066,
20240410-2,1,2024-04-10,12:55,11:37,Pollo a la Brasa,42,Pollo entero,16.8,kg,L162-0395,A2,Chef,6,Completado,1.1680180605239314,
20240410-2,2,2024-04-10,12:55,11:37,Pollo a la Brasa,42,Papa blanca,8.4,kg,L336-0201,B2,Chef,6,Completado,0.7380226630186129,
20240410-2,3,2024-04-10,12:55,11:37,Pollo a la Brasa,42,Ensalada,4.2,kg,L281-0100,C2,Chef,6,Completado,0.3528872108587912,
20240410-3,1,2024-04-10,12:19,10:45,Ceviche Clásico,24,Pescado blanco,4.8,kg,L189-0156,D1,Chef,17,Completado,0.33048080459696677,
20240410-3,2,2024-04-10,12:19,10:45,Ceviche Clásico,24,Limón,1.2,ml,L173-0039,D2,Chef,17,Completado,0.08089368356405381,
20240410-3,3,2024-04-10,12:19,10:45,Ceviche Clásico,24,Cebolla roja,0.96,kg,L875-0078,C1,Chef,17,Completado,0.048821446244047176,
20240410-4,1,2024-04-10,16:49,16:52,Arroz Chaufa,10,Arroz,2.5,kg,L441-0148,E1,Chef,11,Completado,0.20005997520657715,
20240410-4,2,2024-04-10,16:49,16:52,Arroz Chaufa,10,Huevo,0.5,kg,L212-0029,C4,Chef,11,Completado,0.03140584547677053,
20240410-4,3,2024-04-10,16:49,16:52,Arroz Chaufa,10,Pollo desmenuzado,0.6,kg,L701-0037,A3,Chef,11,Completado,0.03462807101751428,
20240410-5,1,2024-04-10,19:25,14:29,Tallarines Verdes,15,Fideos,3.0,kg,L174-0078,E2,Chef,10,Completado,0.14428066831766484,
20240410-5,2,2024-04-10,19:25,14:29,Tallarines Verdes,15,Espinaca,0.9,kg,L746-0024,C5,Chef,10,Completado,0.07414444253243886,
20240410-5,3,2024-04-10,19:25,14:29,Tallarines Verdes,15,Queso fresco,0.45,kg,L298-0012,C6,Chef,10,Completado,0.025705542683641027,
20240411-1,1,2024-04-11,15:12,10:15,Lomo Saltado,31,Carne de res,5.58,kg,L595-0211,A1,Chef,11,Completado,0.34061810523048447,
20240411-1,2,2024-04-11,15:12,10:15,Lomo Saltado,31,Papa amarilla,4.65,kg,L057-0176,B1,Chef,11,Completado,0.2956781196731391,
20240411-1,3,2024-04-11,15:12,10:15,Lomo Saltado,31,Cebolla roja,1.24,kg,L875-0078,C1,Chef,11,Completado,0.08653004403854667,
20240411-2,1,2024-04-11,20:09,13:50,Pollo a la Brasa,36,Pollo entero,14.4,kg,L162-0395,A2,Chef,7,Completado,1.369738175849347,
20240411-2,2,2024-04-11,20:09,13:50,Pollo a la Brasa,36,Papa blanca,7.2,kg,L336-0201,B2,Chef,7,Completado,0.42575608844521573,
20240411-2,3,2024-04-11,20:09,13:50,Pollo a la Brasa,36,Ensalada,3.6,kg,L281-0100,C2,Chef,7,Completado,0.3540837916909568,
20240411-3,1,2024-04-11,13:25,15:51,Ceviche Clásico,19,Pescado blanco,3.8,kg,L189-0156,D1,Chef,15,Completado,0.2618705826383915,
20240411-3,2,2024-04-11,13:25,15:51,Ceviche Clásico,19,Limón,0.95,ml,L173-0039,D2,Chef,15,Completado,0.06595719570820352,
20240411-3,3,2024-04-11,13:25,15:51,Ceviche Clásico,19,Cebolla roja,0.76,kg,L875-0078,C1,Chef,15,Completado,0.0460344121924334,
20240411-4,1,2024-04-11,13:07,13:27,Arroz Chaufa,18,Arroz,4.5,kg,L441-0148,E1,Chef,12,Completado,0.34115415423995965,
20240411-4,2,2024-04-11,13:07,13:27,Arroz Chaufa,18,Huevo,0.9,kg,L212-0029,C4,Chef,12,Completado,0.03737924077338241,
20240411-4,3,2024-04-11,13:07,13:27,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0037,A3,Chef,12,Completado,0.09147012029003652,
20240411-5,1,2024-04-11,12:05,15:28,Tallarines Verdes,9,Fideos,1.8,kg,L174-0078,E2,Chef,7,Completado,0.12565149203866574,
20240411-5,2,2024-04-11,12:05,15:28,Tallarines Verdes,9,Espinaca,0.54,kg,L746-0024,C5,Chef,7,Completado,0.035383875653753075,
20240411-5,3,2024-04-11,12:05,15:28,Tallarines Verdes,9,Queso fresco,0.27,kg,L298-0012,C6,Chef,7,Completado,0.01700712838077915,
20240412-1,1,2024-04-12,20:46,16:39,Lomo Saltado,78,Carne de res,14.04,kg,L595-0212,A1,Chef,11,Completado,1.119210855963339,
20240412-1,2,2024-04-12,20:46,16:39,Lomo Saltado,78,Papa amarilla,11.7,kg,L057-0176,B1,Chef,11,Completado,0.8720768118038533,
20240412-1,3,2024-04-12,20:46,16:39,Lomo Saltado,78,Cebolla roja,3.12,kg,L875-0078,C1,Chef,11,Completado,0.251310736897662,
20240412-2,1,2024-04-12,11:59,12:39,Pollo a la Brasa,54,Pollo entero,21.6,kg,L162-0395,A2,Chef,13,Completado,1.7742803183995044,
20240412-2,2,2024-04-12,11:59,12:39,Pollo a la Brasa,54,Papa blanca,10.8,kg,L336-0201,B2,Chef,13,Completado,0.9148487784472576,
20240412-2,3,2024-04-12,11:59,12:39,Pollo a la Brasa,54,Ensalada,5.4,kg,L281-0100,C2,Chef,13,Completado,0.31524769660366253,
20240412-3,1,2024-04-12,16:43,10:48,Ceviche Clásico,46,Pescado blanco,9.2,kg,L189-0156,D1,Chef,16,Completado,0.5870804310526595,
