id_venta,fecha,hora,id_plato,cantidad,precio_unitario,precio_total,forma_de_pago,responsable_de_venta,canal,numero_comprobante,datos_cliente,temporada
V420250505,2025-05-05,00:00:00,4,12.0,24.0,288.0,Efectivo,Luis,Mesa,81974261,,otono
V520250505,2025-05-05,00:00:00,5,11.0,25.0,275.0,Yape,José,Take-out,43173661,,otono
V620250505,2025-05-05,00:00:00,6,8.0,24.0,192.0,Efectivo,José,Take-out,81939908,,otono
V720250505,2025-05-05,00:00:00,7,11.0,22.0,242.0,Efectivo,María,Delivery,73499517,,otono
V820250505,2025-05-05,00:00:00,8,6.0,28.0,168.0,Efectivo,Luis,Delivery,18233129,,otono
V920250505,2025-05-05,00:00:00,9,8.0,18.0,144.0,Efectivo,José,Delivery,35687037,,otono
V1020250505,2025-05-05,00:00:00,10,2.0,15.0,30.0,Yape,Luis,Mesa,67364807,,otono
V1120250505,2025-05-05,00:00:00,11,2.0,28.0,56.0,Efectivo,Ana,Delivery,36696840,,otono
V1220250505,2025-05-05,00:00:00,12,3.0,18.0,54.0,Yape,Ana,Delivery,36158101,,otono
V120250506,2025-05-06,00:00:00,1,23.0,26.0,598.0,Efectivo,Ana,Take-out,41822622,,otono
V220250506,2025-05-06,00:00:00,2,18.0,32.0,576.0,Tarjeta,Luis,Delivery,56652753,,otono
V320250506,2025-05-06,00:00:00,3,10.0,30.0,300.0,Efectivo,María,Delivery,84778642,,otono
V420250506,2025-05-06,00:00:00,4,19.0,24.0,456.0,Efectivo,María,Take-out,85446040,,otono
V520250506,2025-05-06,00:00:00,5,11.0,25.0,275.0,Tarjeta,José,Take-out,14752177,,otono
V620250506,2025-05-06,00:00:00,6,9.0,24.0,216.0,Yape,Ana,Delivery,69944660,,otono
V720250506,2025-05-06,00:00:00,7,8.0,22.0,176.0,Efectivo,José,Take-out,77000691,,otono
V820250506,2025-05-06,00:00:00,8,8.0,28.0,224.0,Tarjeta,María,Take-out,23420926,,otono
V920250506,2025-05-06,00:00:00,9,5.0,18.0,90.0,Yape,Ana,Delivery,71951838,,otono
V1020250506,2025-05-06,00:00:00,10,5.0,15.0,75.0,Efectivo,Ana,Delivery,61558902,,otono
V1120250506,2025-05-06,00:00:00,11,2.0,28.0,56.0,Tarjeta,José,Mesa,97959762,,otono
V1220250506,2025-05-06,00:00:00,12,1.0,18.0,18.0,Efectivo,María,Take-out,91422405,,otono
V120250507,2025-05-07,00:00:00,1,20.0,26.0,520.0,Efectivo,Luis,Take-out,73845372,,otono
V220250507,2025-05-07,00:00:00,2,16.0,32.0,512.0,Tarjeta,José,Delivery,55867685,,otono
V320250507,2025-05-07,00:00:00,3,13.0,30.0,390.0,Efectivo,Luis,Take-out,27018401,,otono
V420250507,2025-05-07,00:00:00,4,11.0,24.0,264.0,Tarjeta,Luis,Delivery,68166355,,otono
V520250507,2025-05-07,00:00:00,5,11.0,25.0,275.0,Yape,María,Take-out,98999922,,otono
V620250507,2025-05-07,00:00:00,6,15.0,24.0,360.0,Efectivo,María,Delivery,56707731,,otono
V720250507,2025-05-07,00:00:00,7,10.0,22.0,220.0,Efectivo,Ana,Mesa,05332312,,otono
V820250507,2025-05-07,00:00:00,8,5.0,28.0,140.0,Tarjeta,Luis,Mesa,24828539,,otono
V920250507,2025-05-07,00:00:00,9,7.0,18.0,126.0,Yape,José,Mesa,79479049,,otono
V1020250507,2025-05-07,00:00:00,10,3.0,15.0,45.0,Efectivo,Luis,Take-out,20502202,,otono
V1120250507,2025-05-07,00:00:00,11,4.0,28.0,112.0,Efectivo,Luis,Take-out,84054615,,otono
V1220250507,2025-05-07,00:00:00,12,5.0,18.0,90.0,Efectivo,Luis,Mesa,10597229,,otono
V120250508,2025-05-08,00:00:00,1,26.0,26.0,676.0,Efectivo,Ana,Take-out,31130829,,otono
V220250508,2025-05-08,00:00:00,2,32.0,32.0,1024.0,Yape,Ana,Mesa,54305026,,otono
V320250508,2025-05-08,00:00:00,3,11.0,30.0,330.0,Yape,José,Mesa,82758374,,otono
V420250508,2025-05-08,00:00:00,4,21.0,24.0,504.0,Tarjeta,Ana,Mesa,02241062,,otono
V520250508,2025-05-08,00:00:00,5,25.0,25.0,625.0,Efectivo,José,Delivery,29456001,,otono
V620250508,2025-05-08,00:00:00,6,17.0,24.0,408.0,Yape,Luis,Take-out,02164658,,otono
V720250508,2025-05-08,00:00:00,7,10.0,22.0,220.0,Yape,María,Delivery,78432746,,otono
V820250508,2025-05-08,00:00:00,8,9.0,28.0,252.0,Yape,José,Delivery,97395732,,otono
V920250508,2025-05-08,00:00:00,9,13.0,18.0,234.0,Efectivo,Luis,Mesa,62436483,,otono
V1020250508,2025-05-08,00:00:00,10,7.0,15.0,105.0,Yape,Luis,Take-out,43767023,,otono
V1120250508,2025-05-08,00:00:00,11,5.0,28.0,140.0,Efectivo,María,Delivery,56166577,,otono
V1220250508,2025-05-08,00:00:00,12,2.0,18.0,36.0,Yape,María,Mesa,01796710,,otono
V120250509,2025-05-09,00:00:00,1,27.0,26.0,702.0,Efectivo,María,Mesa,36040482,,otono
V220250509,2025-05-09,00:00:00,2,24.0,32.0,768.0,Efectivo,Ana,Delivery,13457626,,otono
V320250509,2025-05-09,00:00:00,3,15.0,30.0,450.0,Efectivo,José,Mesa,79537701,,otono
V420250509,2025-05-09,00:00:00,4,17.0,24.0,408.0,Tarjeta,Luis,Delivery,40771039,,otono
V520250509,2025-05-09,00:00:00,5,11.0,25.0,275.0,Efectivo,Ana,Delivery,70250936,,otono
V620250509,2025-05-09,00:00:00,6,9.0,24.0,216.0,Tarjeta,José,Mesa,59963004,,otono
V720250509,2025-05-09,00:00:00,7,10.0,22.0,220.0,Efectivo,Luis,Delivery,42247481,,otono
V820250509,2025-05-09,00:00:00,8,11.0,28.0,308.0,Yape,José,Take-out,50742308,,otono
V920250509,2025-05-09,00:00:00,9,5.0,18.0,90.0,Yape,Ana,Delivery,79592280,,otono
V1020250509,2025-05-09,00:00:00,10,3.0,15.0,45.0,Tarjeta,Ana,Delivery,66386600,,otono
V1120250509,2025-05-09,00:00:00,11,4.0,28.0,112.0,Yape,María,Delivery,72982082,,otono
V1220250509,2025-05-09,00:00:00,12,2.0,18.0,36.0,Tarjeta,José,Take-out,79388698,,otono
V120250510,2025-05-10,00:00:00,1,30.0,26.0,780.0,Tarjeta,María,Delivery,39098585,,otono
V220250510,2025-05-10,00:00:00,2,20.0,32.0,640.0,Yape,José,Take-out,59783437,,otono
V320250510,2025-05-10,00:00:00,3,17.0,30.0,510.0,Tarjeta,María,Mesa,77451016,,otono
V420250510,2025-05-10,00:00:00,4,13.0,24.0,312.0,Yape,Luis,Mesa,78146216,,otono
V520250510,2025-05-10,00:00:00,5,18.0,25.0,450.0,Tarjeta,José,Take-out,81340181,,otono
V620250510,2025-05-10,00:00:00,6,16.0,24.0,384.0,Yape,Ana,Take-out,32233214,,otono
V720250510,2025-05-10,00:00:00,7,10.0,22.0,220.0,Efectivo,María,Take-out,20620669,,otono
V820250510,2025-05-10,00:00:00,8,8.0,28.0,224.0,Efectivo,Luis,Delivery,97112419,,otono
V920250510,2025-05-10,00:00:00,9,9.0,18.0,162.0,Tarjeta,José,Delivery,86592836,,otono
V1020250510,2025-05-10,00:00:00,10,7.0,15.0,105.0,Tarjeta,Ana,Take-out,99400666,,otono
V1120250510,2025-05-10,00:00:00,11,5.0,28.0,140.0,Tarjeta,Ana,Mesa,96563024,,otono
V1220250510,2025-05-10,00:00:00,12,2.0,18.0,36.0,Yape,José,Delivery,93816848,,otono
V120250511,2025-05-11,00:00:00,1,22.0,26.0,572.0,Yape,Ana,Take-out,17297728,,otono
V220250511,2025-05-11,00:00:00,2,31.0,32.0,992.0,Efectivo,José,Delivery,40269582,,otono
V320250511,2025-05-11,00:00:00,3,14.0,30.0,420.0,Yape,María,Delivery,03909928,,otono
V420250511,2025-05-11,00:00:00,4,10.0,24.0,240.0,Yape,María,Mesa,24819236,,otono
V520250511,2025-05-11,00:00:00,5,20.0,25.0,500.0,Tarjeta,José,Delivery,49550878,,otono
V620250511,2025-05-11,00:00:00,6,17.0,24.0,408.0,Tarjeta,Luis,Delivery,16650154,,otono
V720250511,2025-05-11,00:00:00,7,8.0,22.0,176.0,Tarjeta,Ana,Delivery,88283781,,otono
V820250511,2025-05-11,00:00:00,8,17.0,28.0,476.0,Tarjeta,José,Take-out,32266482,,otono
V920250511,2025-05-11,00:00:00,9,7.0,18.0,126.0,Efectivo,María,Delivery,27179527,,otono
V1020250511,2025-05-11,00:00:00,10,4.0,15.0,60.0,Yape,María,Take-out,24064248,,otono
V1120250511,2025-05-11,00:00:00,11,4.0,28.0,112.0,Yape,Luis,Take-out,96942468,,otono
V1220250511,2025-05-11,00:00:00,12,2.0,18.0,36.0,Efectivo,José,Delivery,65759223,,otono
V120250512,2025-05-12,00:00:00,1,20.0,26.0,520.0,Efectivo,José,Take-out,86135536,,otono
V220250512,2025-05-12,00:00:00,2,16.0,32.0,512.0,Yape,José,Take-out,53191691,,otono
V320250512,2025-05-12,00:00:00,3,14.0,30.0,420.0,Tarjeta,María,Mesa,74913115,,otono
V420250512,2025-05-12,00:00:00,4,16.0,24.0,384.0,Tarjeta,María,Delivery,51346845,,otono
V520250512,2025-05-12,00:00:00,5,12.0,25.0,300.0,Yape,Luis,Mesa,03325454,,otono
V620250512,2025-05-12,00:00:00,6,12.0,24.0,288.0,Efectivo,Ana,Delivery,09909079,,otono
V720250512,2025-05-12,00:00:00,7,10.0,22.0,220.0,Efectivo,María,Delivery,37043062,,otono
V820250512,2025-05-12,00:00:00,8,13.0,28.0,364.0,Yape,José,Take-out,54074291,,otono
V920250512,2025-05-12,00:00:00,9,8.0,18.0,144.0,Efectivo,José,Delivery,74715707,,otono
V1020250512,2025-05-12,00:00:00,10,4.0,15.0,60.0,Efectivo,José,Mesa,47358576,,otono
V1120250512,2025-05-12,00:00:00,11,3.0,28.0,84.0,Efectivo,Ana,Take-out,04190323,,otono
V1220250512,2025-05-12,00:00:00,12,2.0,18.0,36.0,Efectivo,Luis,Take-out,36998707,,otono
V120250513,2025-05-13,00:00:00,1,19.0,26.0,494.0,Yape,Ana,Take-out,88554531,,otono
V220250513,2025-05-13,00:00:00,2,22.0,32.0,704.0,Tarjeta,José,Take-out,03633011,,otono
V320250513,2025-05-13,00:00:00,3,7.0,30.0,210.0,Efectivo,José,Delivery,69993606,,otono
V420250513,2025-05-13,00:00:00,4,18.0,24.0,432.0,Efectivo,Ana,Take-out,99865901,,otono
V520250513,2025-05-13,00:00:00,5,20.0,25.0,500.0,Yape,Luis,Mesa,97860446,,otono
V620250513,2025-05-13,00:00:00,6,16.0,24.0,384.0,Efectivo,José,Mesa,01183209,,otono
V720250513,2025-05-13,00:00:00,7,5.0,22.0,110.0,Yape,José,Take-out,46654951,,otono
V820250513,2025-05-13,00:00:00,8,6.0,28.0,168.0,Efectivo,Luis,Delivery,46665776,,otono
V920250513,2025-05-13,00:00:00,9,2.0,18.0,36.0,Yape,José,Mesa,16739906,,otono
V1020250513,2025-05-13,00:00:00,10,6.0,15.0,90.0,Yape,María,Delivery,41171669,,otono
V1120250513,2025-05-13,00:00:00,11,3.0,28.0,84.0,Efectivo,Ana,Mesa,64612539,,otono
V1220250513,2025-05-13,00:00:00,12,2.0,18.0,36.0,Yape,Luis,Delivery,81001648,,otono
V120250514,2025-05-14,00:00:00,1,17.0,26.0,442.0,Yape,Ana,Mesa,05888984,,otono
V220250514,2025-05-14,00:00:00,2,29.0,32.0,928.0,Yape,Ana,Mesa,94586832,,otono
V320250514,2025-05-14,00:00:00,3,14.0,30.0,420.0,Yape,Luis,Mesa,87360531,,otono
V420250514,2025-05-14,00:00:00,4,15.0,24.0,360.0,Yape,María,Take-out,79350541,,otono
V520250514,2025-05-14,00:00:00,5,13.0,25.0,325.0,Efectivo,Luis,Take-out,48031631,,otono
V620250514,2025-05-14,00:00:00,6,11.0,24.0,264.0,Yape,Luis,Mesa,63289889,,otono
V720250514,2025-05-14,00:00:00,7,11.0,22.0,242.0,Yape,José,Delivery,96084054,,otono
V820250514,2025-05-14,00:00:00,8,13.0,28.0,364.0,Yape,Luis,Take-out,03502055,,otono
V920250514,2025-05-14,00:00:00,9,8.0,18.0,144.0,Efectivo,María,Delivery,45452218,,otono
V1020250514,2025-05-14,00:00:00,10,3.0,15.0,45.0,Tarjeta,María,Mesa,59282763,,otono
V1120250514,2025-05-14,00:00:00,11,2.0,28.0,56.0,Efectivo,María,Take-out,34201821,,otono
V1220250514,2025-05-14,00:00:00,12,3.0,18.0,54.0,Yape,Luis,Delivery,78961782,,otono
V120250515,2025-05-15,00:00:00,1,19.0,26.0,494.0,Efectivo,José,Mesa,81551665,,otono
V220250515,2025-05-15,00:00:00,2,15.0,32.0,480.0,Yape,Ana,Delivery,67209497,,otono
V320250515,2025-05-15,00:00:00,3,13.0,30.0,390.0,Yape,José,Take-out,56053217,,otono
V420250515,2025-05-15,00:00:00,4,23.0,24.0,552.0,Tarjeta,María,Delivery,18889788,,otono
V520250515,2025-05-15,00:00:00,5,14.0,25.0,350.0,Tarjeta,Ana,Take-out,18168724,,otono
V620250515,2025-05-15,00:00:00,6,7.0,24.0,168.0,Efectivo,Luis,Take-out,39408896,,otono
V720250515,2025-05-15,00:00:00,7,11.0,22.0,242.0,Tarjeta,María,Delivery,50092909,,otono
V820250515,2025-05-15,00:00:00,8,10.0,28.0,280.0,Tarjeta,María,Mesa,93347650,,otono
V920250515,2025-05-15,00:00:00,9,4.0,18.0,72.0,Yape,María,Take-out,42951825,,otono
V1020250515,2025-05-15,00:00:00,10,2.0,15.0,30.0,Tarjeta,José,Mesa,93898812,,otono
V1120250515,2025-05-15,00:00:00,11,5.0,28.0,140.0,Efectivo,Luis,Delivery,55975345,,otono
V1220250515,2025-05-15,00:00:00,12,1.0,18.0,18.0,Efectivo,María,Delivery,42478999,,otono
V120250516,2025-05-16,00:00:00,1,20.0,26.0,520.0,Efectivo,Luis,Take-out,26012311,,otono
V220250516,2025-05-16,00:00:00,2,15.0,32.0,480.0,Yape,María,Delivery,11088160,,otono
V320250516,2025-05-16,00:00:00,3,5.0,30.0,150.0,Tarjeta,Luis,Mesa,86306274,,otono
V420250516,2025-05-16,00:00:00,4,15.0,24.0,360.0,Efectivo,Luis,Mesa,22599782,,otono
V520250516,2025-05-16,00:00:00,5,13.0,25.0,325.0,Tarjeta,José,Mesa,48345170,,otono
V620250516,2025-05-16,00:00:00,6,12.0,24.0,288.0,Yape,Luis,Mesa,32406360,,otono
V720250516,2025-05-16,00:00:00,7,10.0,22.0,220.0,Tarjeta,María,Delivery,62410205,,otono
V820250516,2025-05-16,00:00:00,8,4.0,28.0,112.0,Tarjeta,José,Mesa,29321919,,otono
V920250516,2025-05-16,00:00:00,9,7.0,18.0,126.0,Tarjeta,Luis,Take-out,05564006,,otono
V1020250516,2025-05-16,00:00:00,10,4.0,15.0,60.0,Efectivo,María,Take-out,31010624,,otono
V1120250516,2025-05-16,00:00:00,11,3.0,28.0,84.0,Tarjeta,María,Delivery,40675695,,otono
V1220250516,2025-05-16,00:00:00,12,6.0,18.0,108.0,Tarjeta,Ana,Delivery,20902442,,otono
V120250517,2025-05-17,00:00:00,1,19.0,26.0,494.0,Tarjeta,Luis,Mesa,30226811,,otono
V220250517,2025-05-17,00:00:00,2,17.0,32.0,544.0,Efectivo,José,Delivery,20417426,,otono
V320250517,2025-05-17,00:00:00,3,16.0,30.0,480.0,Efectivo,María,Take-out,72866545,,otono
V420250517,2025-05-17,00:00:00,4,20.0,24.0,480.0,Efectivo,Ana,Mesa,61430086,,otono
V520250517,2025-05-17,00:00:00,5,20.0,25.0,500.0,Tarjeta,María,Mesa,86422106,,otono
V620250517,2025-05-17,00:00:00,6,20.0,24.0,480.0,Yape,Ana,Delivery,70583320,,otono
V720250517,2025-05-17,00:00:00,7,11.0,22.0,242.0,Efectivo,Luis,Mesa,44198888,,otono
V820250517,2025-05-17,00:00:00,8,11.0,28.0,308.0,Efectivo,María,Take-out,45645050,,otono
V920250517,2025-05-17,00:00:00,9,10.0,18.0,180.0,Tarjeta,Ana,Delivery,41389798,,otono
V1020250517,2025-05-17,00:00:00,10,4.0,15.0,60.0,Yape,José,Delivery,06368785,,otono
V1120250517,2025-05-17,00:00:00,11,7.0,28.0,196.0,Efectivo,José,Take-out,70959046,,otono
V1220250517,2025-05-17,00:00:00,12,2.0,18.0,36.0,Tarjeta,Ana,Take-out,16084021,,otono
V120250518,2025-05-18,00:00:00,1,31.0,26.0,806.0,Tarjeta,Luis,Mesa,12304596,,otono
V220250518,2025-05-18,00:00:00,2,27.0,32.0,864.0,Tarjeta,Luis,Take-out,81343271,,otono
V320250518,2025-05-18,00:00:00,3,10.0,30.0,300.0,Yape,María,Take-out,68972333,,otono
V420250518,2025-05-18,00:00:00,4,17.0,24.0,408.0,Efectivo,Ana,Mesa,02660833,,otono
V520250518,2025-05-18,00:00:00,5,19.0,25.0,475.0,Tarjeta,Luis,Take-out,33204072,,otono
V620250518,2025-05-18,00:00:00,6,14.0,24.0,336.0,Efectivo,Luis,Take-out,00520782,,otono
V720250518,2025-05-18,00:00:00,7,13.0,22.0,286.0,Efectivo,Ana,Delivery,27958117,,otono
V820250518,2025-05-18,00:00:00,8,7.0,28.0,196.0,Efectivo,María,Mesa,25223362,,otono
V920250518,2025-05-18,00:00:00,9,11.0,18.0,198.0,Efectivo,Luis,Mesa,74164155,,otono
V1020250518,2025-05-18,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Mesa,81415724,,otono
V1120250518,2025-05-18,00:00:00,11,4.0,28.0,112.0,Efectivo,José,Mesa,38610155,,otono
V1220250518,2025-05-18,00:00:00,12,1.0,18.0,18.0,Tarjeta,Ana,Delivery,67698804,,otono
V120250519,2025-05-19,00:00:00,1,29.0,26.0,754.0,Efectivo,José,Delivery,66026795,,otono
V220250519,2025-05-19,00:00:00,2,21.0,32.0,672.0,Tarjeta,María,Take-out,39023142,,otono
V320250519,2025-05-19,00:00:00,3,16.0,30.0,480.0,Efectivo,Luis,Mesa,64081648,,otono
V420250519,2025-05-19,00:00:00,4,17.0,24.0,408.0,Efectivo,Ana,Delivery,22521716,,otono
V520250519,2025-05-19,00:00:00,5,11.0,25.0,275.0,Efectivo,José,Mesa,31316039,,otono
V620250519,2025-05-19,00:00:00,6,15.0,24.0,360.0,Tarjeta,Luis,Take-out,96573465,,otono
V720250519,2025-05-19,00:00:00,7,10.0,22.0,220.0,Yape,Ana,Mesa,12913244,,otono
V820250519,2025-05-19,00:00:00,8,8.0,28.0,224.0,Tarjeta,María,Mesa,92837014,,otono
V920250519,2025-05-19,00:00:00,9,7.0,18.0,126.0,Yape,Luis,Mesa,11976272,,otono
V1020250519,2025-05-19,00:00:00,10,2.0,15.0,30.0,Efectivo,José,Delivery,88759207,,otono
V1120250519,2025-05-19,00:00:00,11,4.0,28.0,112.0,Tarjeta,José,Delivery,26165338,,otono
V1220250519,2025-05-19,00:00:00,12,4.0,18.0,72.0,Efectivo,Luis,Take-out,42393210,,otono
V120250520,2025-05-20,00:00:00,1,28.0,26.0,728.0,Efectivo,Luis,Take-out,75724277,,otono
V220250520,2025-05-20,00:00:00,2,18.0,32.0,576.0,Tarjeta,Ana,Take-out,82373673,,otono
V320250520,2025-05-20,00:00:00,3,13.0,30.0,390.0,Efectivo,José,Delivery,16375886,,otono
V420250520,2025-05-20,00:00:00,4,21.0,24.0,504.0,Tarjeta,José,Mesa,26367605,,otono
V520250520,2025-05-20,00:00:00,5,14.0,25.0,350.0,Efectivo,Luis,Delivery,51996755,,otono
V620250520,2025-05-20,00:00:00,6,12.0,24.0,288.0,Yape,José,Mesa,53206520,,otono
V720250520,2025-05-20,00:00:00,7,12.0,22.0,264.0,Yape,Ana,Mesa,05032254,,otono
V820250520,2025-05-20,00:00:00,8,6.0,28.0,168.0,Efectivo,José,Delivery,12554196,,otono
V920250520,2025-05-20,00:00:00,9,5.0,18.0,90.0,Yape,Luis,Take-out,81248789,,otono
V1020250520,2025-05-20,00:00:00,10,1.0,15.0,15.0,Efectivo,Ana,Delivery,98098532,,otono
V1120250520,2025-05-20,00:00:00,11,7.0,28.0,196.0,Yape,María,Take-out,05688101,,otono
V1220250520,2025-05-20,00:00:00,12,1.0,18.0,18.0,Efectivo,María,Mesa,66412963,,otono
V120250521,2025-05-21,00:00:00,1,25.0,26.0,650.0,Efectivo,Luis,Take-out,92922300,,otono
V220250521,2025-05-21,00:00:00,2,14.0,32.0,448.0,Tarjeta,Luis,Mesa,08046428,,otono
V320250521,2025-05-21,00:00:00,3,15.0,30.0,450.0,Tarjeta,Ana,Delivery,17672793,,otono
V420250521,2025-05-21,00:00:00,4,15.0,24.0,360.0,Tarjeta,Luis,Take-out,84329486,,otono
V520250521,2025-05-21,00:00:00,5,12.0,25.0,300.0,Efectivo,José,Take-out,41985261,,otono
V620250521,2025-05-21,00:00:00,6,13.0,24.0,312.0,Yape,Luis,Delivery,55818270,,otono
V720250521,2025-05-21,00:00:00,7,9.0,22.0,198.0,Efectivo,Luis,Mesa,98637759,,otono
V820250521,2025-05-21,00:00:00,8,7.0,28.0,196.0,Tarjeta,Luis,Mesa,11677485,,otono
V920250521,2025-05-21,00:00:00,9,6.0,18.0,108.0,Tarjeta,Luis,Mesa,72450450,,otono
V1020250521,2025-05-21,00:00:00,10,5.0,15.0,75.0,Yape,María,Delivery,15983398,,otono
V1120250521,2025-05-21,00:00:00,11,5.0,28.0,140.0,Yape,José,Mesa,77787174,,otono
V1220250521,2025-05-21,00:00:00,12,3.0,18.0,54.0,Yape,María,Mesa,27362958,,otono
V120250522,2025-05-22,00:00:00,1,20.0,26.0,520.0,Yape,Luis,Mesa,67579257,,otono
V220250522,2025-05-22,00:00:00,2,20.0,32.0,640.0,Yape,María,Mesa,03383363,,otono
V320250522,2025-05-22,00:00:00,3,17.0,30.0,510.0,Tarjeta,María,Take-out,95343060,,otono
V420250522,2025-05-22,00:00:00,4,16.0,24.0,384.0,Tarjeta,María,Take-out,92944990,,otono
V520250522,2025-05-22,00:00:00,5,17.0,25.0,425.0,Efectivo,Luis,Delivery,96764517,,otono
V620250522,2025-05-22,00:00:00,6,9.0,24.0,216.0,Tarjeta,José,Take-out,72689941,,otono
V720250522,2025-05-22,00:00:00,7,9.0,22.0,198.0,Efectivo,María,Take-out,81643190,,otono
V820250522,2025-05-22,00:00:00,8,11.0,28.0,308.0,Tarjeta,María,Mesa,86295441,,otono
V920250522,2025-05-22,00:00:00,9,13.0,18.0,234.0,Tarjeta,María,Delivery,21494031,,otono
V1020250522,2025-05-22,00:00:00,10,6.0,15.0,90.0,Yape,José,Take-out,88618470,,otono
V1120250522,2025-05-22,00:00:00,11,1.0,28.0,28.0,Yape,José,Delivery,95586596,,otono
V1220250522,2025-05-22,00:00:00,12,4.0,18.0,72.0,Yape,Luis,Mesa,78185025,,otono
V120250523,2025-05-23,00:00:00,1,19.0,26.0,494.0,Efectivo,Ana,Take-out,94720428,,otono
V220250523,2025-05-23,00:00:00,2,28.0,32.0,896.0,Efectivo,Ana,Take-out,97077184,,otono
V320250523,2025-05-23,00:00:00,3,18.0,30.0,540.0,Tarjeta,María,Delivery,36280565,,otono
V420250523,2025-05-23,00:00:00,4,19.0,24.0,456.0,Tarjeta,Ana,Delivery,01452340,,otono
V520250523,2025-05-23,00:00:00,5,12.0,25.0,300.0,Tarjeta,María,Take-out,13563862,,otono
V620250523,2025-05-23,00:00:00,6,10.0,24.0,240.0,Efectivo,Ana,Take-out,18134311,,otono
V720250523,2025-05-23,00:00:00,7,12.0,22.0,264.0,Efectivo,María,Delivery,95612632,,otono
V820250523,2025-05-23,00:00:00,8,7.0,28.0,196.0,Efectivo,Luis,Mesa,62239947,,otono
V920250523,2025-05-23,00:00:00,9,4.0,18.0,72.0,Efectivo,José,Mesa,16380449,,otono
V1020250523,2025-05-23,00:00:00,10,4.0,15.0,60.0,Efectivo,Ana,Mesa,39174016,,otono
V1120250523,2025-05-23,00:00:00,11,2.0,28.0,56.0,Efectivo,María,Take-out,83522060,,otono
V1220250523,2025-05-23,00:00:00,12,4.0,18.0,72.0,Tarjeta,Luis,Delivery,34743876,,otono
V120250524,2025-05-24,00:00:00,1,37.0,26.0,962.0,Yape,Ana,Delivery,69833543,,otono
V220250524,2025-05-24,00:00:00,2,18.0,32.0,576.0,Tarjeta,María,Delivery,62337226,,otono
V320250524,2025-05-24,00:00:00,3,14.0,30.0,420.0,Tarjeta,María,Take-out,44581996,,otono
V420250524,2025-05-24,00:00:00,4,27.0,24.0,648.0,Tarjeta,José,Take-out,28459406,,otono
V520250524,2025-05-24,00:00:00,5,15.0,25.0,375.0,Yape,Luis,Mesa,94864870,,otono
V620250524,2025-05-24,00:00:00,6,10.0,24.0,240.0,Efectivo,Luis,Take-out,00400328,,otono
V720250524,2025-05-24,00:00:00,7,11.0,22.0,242.0,Yape,Luis,Take-out,22531021,,otono
V820250524,2025-05-24,00:00:00,8,7.0,28.0,196.0,Efectivo,Ana,Delivery,93435965,,otono
V920250524,2025-05-24,00:00:00,9,8.0,18.0,144.0,Tarjeta,José,Delivery,11150911,,otono
V1020250524,2025-05-24,00:00:00,10,3.0,15.0,45.0,Tarjeta,José,Delivery,08811151,,otono
V1120250524,2025-05-24,00:00:00,11,9.0,28.0,252.0,Tarjeta,Luis,Take-out,01949413,,otono
V1220250524,2025-05-24,00:00:00,12,6.0,18.0,108.0,Yape,María,Take-out,44841001,,otono
V120250525,2025-05-25,00:00:00,1,28.0,26.0,728.0,Yape,José,Mesa,27589158,,otono
V220250525,2025-05-25,00:00:00,2,30.0,32.0,960.0,Efectivo,Ana,Take-out,81603303,,otono
V320250525,2025-05-25,00:00:00,3,15.0,30.0,450.0,Efectivo,Luis,Take-out,21368941,,otono
V420250525,2025-05-25,00:00:00,4,25.0,24.0,600.0,Tarjeta,María,Take-out,85124011,,otono
V520250525,2025-05-25,00:00:00,5,14.0,25.0,350.0,Efectivo,María,Take-out,10111510,,otono
V620250525,2025-05-25,00:00:00,6,17.0,24.0,408.0,Yape,Ana,Mesa,19518579,,otono
V720250525,2025-05-25,00:00:00,7,10.0,22.0,220.0,Tarjeta,José,Take-out,36411649,,otono
V820250525,2025-05-25,00:00:00,8,6.0,28.0,168.0,Yape,María,Take-out,75539062,,otono
V920250525,2025-05-25,00:00:00,9,8.0,18.0,144.0,Tarjeta,José,Delivery,90058346,,otono
V1020250525,2025-05-25,00:00:00,10,4.0,15.0,60.0,Efectivo,José,Mesa,47970000,,otono
V1120250525,2025-05-25,00:00:00,11,9.0,28.0,252.0,Tarjeta,Luis,Delivery,63479576,,otono
V1220250525,2025-05-25,00:00:00,12,2.0,18.0,36.0,Yape,María,Delivery,46805790,,otono
V120250526,2025-05-26,00:00:00,1,23.0,26.0,598.0,Efectivo,María,Delivery,53567113,,otono
V220250526,2025-05-26,00:00:00,2,21.0,32.0,672.0,Efectivo,Luis,Mesa,75406989,,otono
V320250526,2025-05-26,00:00:00,3,10.0,30.0,300.0,Efectivo,Luis,Delivery,12726492,,otono
V420250526,2025-05-26,00:00:00,4,23.0,24.0,552.0,Yape,María,Mesa,52131334,,otono
V520250526,2025-05-26,00:00:00,5,7.0,25.0,175.0,Efectivo,María,Mesa,79747836,,otono
V620250526,2025-05-26,00:00:00,6,6.0,24.0,144.0,Tarjeta,José,Delivery,34712970,,otono
V720250526,2025-05-26,00:00:00,7,10.0,22.0,220.0,Efectivo,María,Delivery,80802429,,otono
V820250526,2025-05-26,00:00:00,8,9.0,28.0,252.0,Efectivo,Luis,Take-out,68675378,,otono
V920250526,2025-05-26,00:00:00,9,9.0,18.0,162.0,Efectivo,María,Mesa,91883257,,otono
