Fecha,Hora,Producto/Plato vendido,Cantidad,Precio unitario,Precio total,Forma de pago,Responsable de la venta,"Mesa/Canal (salón, delivery, recojo)",Número de comprobante,Datos del cliente
2023-12-07,14:36,Ceviche Clásico,51,28.0,1428.0,Efectivo,Cajero,salón,,
2023-12-07,12:34,Arroz Chaufa,34,22.0,748.0,Efectivo,Cajero,salón,,
2023-12-07,17:30,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2023-12-08,21:44,Lomo Saltado,63,25.0,1575.0,Efectivo,Cajero,salón,,
2023-12-08,19:54,Pollo a la Brasa,51,30.0,1530.0,Efectivo,Cajero,salón,,
2023-12-08,11:05,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2023-12-08,12:43,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2023-12-08,21:17,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2023-12-09,11:11,Lomo Saltado,78,25.0,1950.0,Efectivo,Cajero,salón,,
2023-12-09,12:36,Pollo a la Brasa,74,30.0,2220.0,Efectivo,Cajero,salón,,
2023-12-09,21:18,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2023-12-09,16:50,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2023-12-09,13:57,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2023-12-10,15:40,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2023-12-10,12:12,Pollo a la Brasa,55,30.0,1650.0,Efectivo,Cajero,salón,,
2023-12-10,19:05,Ceviche Clásico,34,28.0,952.0,Efectivo,Cajero,salón,,
2023-12-10,17:03,Arroz Chaufa,15,22.0,330.0,Efectivo,Cajero,salón,,
2023-12-10,21:14,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2023-12-11,11:26,Lomo Saltado,43,25.0,1075.0,Efectivo,Cajero,salón,,
2023-12-11,17:27,Pollo a la Brasa,55,30.0,1650.0,Efectivo,Cajero,salón,,
2023-12-11,14:31,Ceviche Clásico,35,28.0,980.0,Efectivo,Cajero,salón,,
2023-12-11,12:55,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2023-12-11,20:34,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2023-12-12,12:56,Lomo Saltado,79,25.0,1975.0,Efectivo,Cajero,salón,,
2023-12-12,13:24,Pollo a la Brasa,70,30.0,2100.0,Efectivo,Cajero,salón,,
2023-12-12,11:58,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2023-12-12,13:57,Arroz Chaufa,34,22.0,748.0,Efectivo,Cajero,salón,,
2023-12-12,21:35,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2023-12-13,17:00,Lomo Saltado,55,25.0,1375.0,Efectivo,Cajero,salón,,
2023-12-13,16:26,Pollo a la Brasa,37,30.0,1110.0,Efectivo,Cajero,salón,,
2023-12-13,19:06,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2023-12-13,21:30,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2023-12-13,21:37,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2023-12-14,12:39,Lomo Saltado,42,25.0,1050.0,Efectivo,Cajero,salón,,
2023-12-14,13:57,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2023-12-14,11:49,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2023-12-14,14:00,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2023-12-14,16:03,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2023-12-15,20:29,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2023-12-15,21:05,Pollo a la Brasa,36,30.0,1080.0,Efectivo,Cajero,salón,,
2023-12-15,16:04,Ceviche Clásico,26,28.0,728.0,Efectivo,Cajero,salón,,
2023-12-15,17:10,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2023-12-15,14:26,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2023-12-16,14:19,Lomo Saltado,83,25.0,2075.0,Efectivo,Cajero,salón,,
2023-12-16,21:53,Pollo a la Brasa,68,30.0,2040.0,Efectivo,Cajero,salón,,
2023-12-16,12:02,Ceviche Clásico,64,28.0,1792.0,Efectivo,Cajero,salón,,
2023-12-16,12:29,Arroz Chaufa,51,22.0,1122.0,Efectivo,Cajero,salón,,
2023-12-16,19:19,Tallarines Verdes,30,24.0,720.0,Efectivo,Cajero,salón,,
2023-12-17,13:30,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2023-12-17,20:30,Pollo a la Brasa,59,30.0,1770.0,Efectivo,Cajero,salón,,
2023-12-17,17:30,Ceviche Clásico,32,28.0,896.0,Efectivo,Cajero,salón,,
2023-12-17,16:15,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2023-12-17,18:11,Tallarines Verdes,29,24.0,696.0,Efectivo,Cajero,salón,,
2023-12-18,16:11,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2023-12-18,12:03,Pollo a la Brasa,67,30.0,2010.0,Efectivo,Cajero,salón,,
2023-12-18,12:34,Ceviche Clásico,41,28.0,1148.0,Efectivo,Cajero,salón,,
2023-12-18,17:39,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2023-12-18,21:32,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2023-12-19,21:40,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2023-12-19,14:24,Pollo a la Brasa,71,30.0,2130.0,Efectivo,Cajero,salón,,
2023-12-19,13:50,Ceviche Clásico,52,28.0,1456.0,Efectivo,Cajero,salón,,
2023-12-19,15:09,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2023-12-19,13:40,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2023-12-20,14:33,Lomo Saltado,35,25.0,875.0,Efectivo,Cajero,salón,,
2023-12-20,18:53,Pollo a la Brasa,34,30.0,1020.0,Efectivo,Cajero,salón,,
2023-12-20,21:07,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2023-12-20,11:26,Arroz Chaufa,18,22.0,396.0,Efectivo,Cajero,salón,,
2023-12-20,13:48,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2023-12-21,17:23,Lomo Saltado,29,25.0,725.0,Efectivo,Cajero,salón,,
2023-12-21,18:32,Pollo a la Brasa,29,30.0,870.0,Efectivo,Cajero,salón,,
2023-12-21,14:21,Ceviche Clásico,16,28.0,448.0,Efectivo,Cajero,salón,,
2023-12-21,20:10,Arroz Chaufa,13,22.0,286.0,Efectivo,Cajero,salón,,
2023-12-21,12:47,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2023-12-22,18:54,Lomo Saltado,45,25.0,1125.0,Efectivo,Cajero,salón,,
2023-12-22,13:56,Pollo a la Brasa,28,30.0,840.0,Efectivo,Cajero,salón,,
2023-12-22,21:17,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2023-12-22,18:31,Arroz Chaufa,20,22.0,440.0,Efectivo,Cajero,salón,,
2023-12-22,17:25,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2023-12-23,21:55,Lomo Saltado,43,25.0,1075.0,Efectivo,Cajero,salón,,
2023-12-23,20:47,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2023-12-23,15:07,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2023-12-23,14:38,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2023-12-23,20:10,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2023-12-24,20:49,Lomo Saltado,102,25.0,2550.0,Efectivo,Cajero,salón,,
2023-12-24,19:23,Pollo a la Brasa,79,30.0,2370.0,Efectivo,Cajero,salón,,
2023-12-24,15:27,Ceviche Clásico,63,28.0,1764.0,Efectivo,Cajero,salón,,
2023-12-24,13:28,Arroz Chaufa,44,22.0,968.0,Efectivo,Cajero,salón,,
2023-12-24,14:50,Tallarines Verdes,33,24.0,792.0,Efectivo,Cajero,salón,,
2023-12-25,18:23,Lomo Saltado,77,25.0,1925.0,Efectivo,Cajero,salón,,
2023-12-25,16:22,Pollo a la Brasa,68,30.0,2040.0,Efectivo,Cajero,salón,,
2023-12-25,11:27,Ceviche Clásico,73,28.0,2044.0,Efectivo,Cajero,salón,,
2023-12-25,12:57,Arroz Chaufa,48,22.0,1056.0,Efectivo,Cajero,salón,,
2023-12-25,20:36,Tallarines Verdes,31,24.0,744.0,Efectivo,Cajero,salón,,
2023-12-26,19:44,Lomo Saltado,74,25.0,1850.0,Efectivo,Cajero,salón,,
2023-12-26,17:55,Pollo a la Brasa,61,30.0,1830.0,Efectivo,Cajero,salón,,
2023-12-26,14:47,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2023-12-26,12:22,Arroz Chaufa,28,22.0,616.0,Efectivo,Cajero,salón,,
2023-12-26,11:48,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2023-12-27,17:23,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2023-12-27,17:16,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2023-12-27,14:22,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2023-12-27,16:37,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2023-12-27,21:29,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2023-12-28,11:56,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2023-12-28,17:22,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2023-12-28,20:30,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2023-12-28,12:19,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2023-12-28,18:29,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2023-12-29,15:03,Lomo Saltado,68,25.0,1700.0,Efectivo,Cajero,salón,,
2023-12-29,18:32,Pollo a la Brasa,68,30.0,2040.0,Efectivo,Cajero,salón,,
2023-12-29,20:34,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2023-12-29,15:51,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2023-12-29,11:04,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2023-12-30,21:21,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2023-12-30,18:49,Pollo a la Brasa,40,30.0,1200.0,Efectivo,Cajero,salón,,
2023-12-30,15:12,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2023-12-30,19:30,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2023-12-30,18:16,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2023-12-31,12:09,Lomo Saltado,38,25.0,950.0,Efectivo,Cajero,salón,,
2023-12-31,19:36,Pollo a la Brasa,27,30.0,810.0,Efectivo,Cajero,salón,,
2023-12-31,20:35,Ceviche Clásico,36,28.0,1008.0,Efectivo,Cajero,salón,,
2023-12-31,14:22,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2023-12-31,14:57,Tallarines Verdes,21,24.0,504.0,Efectivo,Cajero,salón,,
2024-01-01,15:04,Lomo Saltado,96,25.0,2400.0,Efectivo,Cajero,salón,,
2024-01-01,21:25,Pollo a la Brasa,86,30.0,2580.0,Efectivo,Cajero,salón,,
2024-01-01,17:54,Ceviche Clásico,61,28.0,1708.0,Efectivo,Cajero,salón,,
2024-01-01,15:47,Arroz Chaufa,53,22.0,1166.0,Efectivo,Cajero,salón,,
2024-01-01,18:21,Tallarines Verdes,27,24.0,648.0,Efectivo,Cajero,salón,,
2024-01-02,13:01,Lomo Saltado,66,25.0,1650.0,Efectivo,Cajero,salón,,
2024-01-02,21:55,Pollo a la Brasa,44,30.0,1320.0,Efectivo,Cajero,salón,,
2024-01-02,15:22,Ceviche Clásico,48,28.0,1344.0,Efectivo,Cajero,salón,,
2024-01-02,12:55,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2024-01-02,11:51,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2024-01-03,17:45,Lomo Saltado,39,25.0,975.0,Efectivo,Cajero,salón,,
2024-01-03,15:18,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2024-01-03,21:54,Ceviche Clásico,22,28.0,616.0,Efectivo,Cajero,salón,,
2024-01-03,16:01,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2024-01-03,15:36,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2024-01-04,21:41,Lomo Saltado,55,25.0,1375.0,Efectivo,Cajero,salón,,
2024-01-04,18:02,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2024-01-04,11:51,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2024-01-04,19:37,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2024-01-04,19:16,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2024-01-05,16:47,Lomo Saltado,38,25.0,950.0,Efectivo,Cajero,salón,,
2024-01-05,18:20,Pollo a la Brasa,30,30.0,900.0,Efectivo,Cajero,salón,,
2024-01-05,21:57,Ceviche Clásico,32,28.0,896.0,Efectivo,Cajero,salón,,
2024-01-05,12:10,Arroz Chaufa,32,22.0,704.0,Efectivo,Cajero,salón,,
2024-01-05,20:40,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2024-01-06,11:48,Lomo Saltado,92,25.0,2300.0,Efectivo,Cajero,salón,,
2024-01-06,11:40,Pollo a la Brasa,70,30.0,2100.0,Efectivo,Cajero,salón,,
2024-01-06,13:38,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2024-01-06,21:59,Arroz Chaufa,44,22.0,968.0,Efectivo,Cajero,salón,,
2024-01-06,15:43,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2024-01-07,13:41,Lomo Saltado,55,25.0,1375.0,Efectivo,Cajero,salón,,
2024-01-07,16:01,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2024-01-07,14:59,Ceviche Clásico,47,28.0,1316.0,Efectivo,Cajero,salón,,
2024-01-07,12:40,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2024-01-07,12:55,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2024-01-08,17:19,Lomo Saltado,54,25.0,1350.0,Efectivo,Cajero,salón,,
2024-01-08,12:13,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2024-01-08,11:56,Ceviche Clásico,45,28.0,1260.0,Efectivo,Cajero,salón,,
2024-01-08,19:37,Arroz Chaufa,36,22.0,792.0,Efectivo,Cajero,salón,,
2024-01-08,17:30,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2024-01-09,17:48,Lomo Saltado,54,25.0,1350.0,Efectivo,Cajero,salón,,
2024-01-09,17:15,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2024-01-09,11:50,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2024-01-09,12:15,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2024-01-09,12:29,Tallarines Verdes,21,24.0,504.0,Efectivo,Cajero,salón,,
2024-01-10,21:06,Lomo Saltado,50,25.0,1250.0,Efectivo,Cajero,salón,,
2024-01-10,20:29,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2024-01-10,13:44,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2024-01-10,21:04,Arroz Chaufa,16,22.0,352.0,Efectivo,Cajero,salón,,
2024-01-10,19:34,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2024-01-11,16:49,Lomo Saltado,30,25.0,750.0,Efectivo,Cajero,salón,,
2024-01-11,19:28,Pollo a la Brasa,31,30.0,930.0,Efectivo,Cajero,salón,,
2024-01-11,17:58,Ceviche Clásico,22,28.0,616.0,Efectivo,Cajero,salón,,
2024-01-11,14:52,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2024-01-11,15:41,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2024-01-12,21:59,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2024-01-12,16:59,Pollo a la Brasa,37,30.0,1110.0,Efectivo,Cajero,salón,,
2024-01-12,12:45,Ceviche Clásico,33,28.0,924.0,Efectivo,Cajero,salón,,
2024-01-12,13:48,Arroz Chaufa,39,22.0,858.0,Efectivo,Cajero,salón,,
2024-01-12,19:25,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2024-01-13,17:52,Lomo Saltado,50,25.0,1250.0,Efectivo,Cajero,salón,,
2024-01-13,15:10,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2024-01-13,20:38,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2024-01-13,18:27,Arroz Chaufa,32,22.0,704.0,Efectivo,Cajero,salón,,
2024-01-13,14:34,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2024-01-14,13:58,Lomo Saltado,82,25.0,2050.0,Efectivo,Cajero,salón,,
2024-01-14,15:37,Pollo a la Brasa,82,30.0,2460.0,Efectivo,Cajero,salón,,
2024-01-14,20:32,Ceviche Clásico,58,28.0,1624.0,Efectivo,Cajero,salón,,
2024-01-14,17:56,Arroz Chaufa,34,22.0,748.0,Efectivo,Cajero,salón,,
2024-01-14,16:30,Tallarines Verdes,40,24.0,960.0,Efectivo,Cajero,salón,,
2024-01-15,13:42,Lomo Saltado,46,25.0,1150.0,Efectivo,Cajero,salón,,
2024-01-15,17:41,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2024-01-15,16:32,Ceviche Clásico,26,28.0,728.0,Efectivo,Cajero,salón,,
2024-01-15,16:12,Arroz Chaufa,25,22.0,550.0,Efectivo,Cajero,salón,,
2024-01-15,16:28,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2024-01-16,12:22,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2024-01-16,17:34,Pollo a la Brasa,58,30.0,1740.0,Efectivo,Cajero,salón,,
2024-01-16,12:14,Ceviche Clásico,43,28.0,1204.0,Efectivo,Cajero,salón,,
2024-01-16,20:42,Arroz Chaufa,28,22.0,616.0,Efectivo,Cajero,salón,,
2024-01-16,18:38,Tallarines Verdes,30,24.0,720.0,Efectivo,Cajero,salón,,
2024-01-17,12:23,Lomo Saltado,64,25.0,1600.0,Efectivo,Cajero,salón,,
2024-01-17,21:01,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2024-01-17,14:07,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2024-01-17,21:27,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2024-01-17,20:08,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2024-01-18,19:39,Lomo Saltado,43,25.0,1075.0,Efectivo,Cajero,salón,,
2024-01-18,20:12,Pollo a la Brasa,37,30.0,1110.0,Efectivo,Cajero,salón,,
2024-01-18,11:40,Ceviche Clásico,29,28.0,812.0,Efectivo,Cajero,salón,,
2024-01-18,11:40,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2024-01-18,20:17,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2024-01-19,11:03,Lomo Saltado,80,25.0,2000.0,Efectivo,Cajero,salón,,
2024-01-19,15:59,Pollo a la Brasa,72,30.0,2160.0,Efectivo,Cajero,salón,,
2024-01-19,19:48,Ceviche Clásico,54,28.0,1512.0,Efectivo,Cajero,salón,,
2024-01-19,21:54,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2024-01-19,14:55,Tallarines Verdes,21,24.0,504.0,Efectivo,Cajero,salón,,
2024-01-20,19:10,Lomo Saltado,62,25.0,1550.0,Efectivo,Cajero,salón,,
2024-01-20,21:29,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2024-01-20,21:14,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2024-01-20,21:02,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2024-01-20,20:13,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2024-01-21,16:50,Lomo Saltado,67,25.0,1675.0,Efectivo,Cajero,salón,,
2024-01-21,15:16,Pollo a la Brasa,50,30.0,1500.0,Efectivo,Cajero,salón,,
2024-01-21,11:41,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2024-01-21,20:48,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2024-01-21,19:41,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2024-01-22,15:38,Lomo Saltado,34,25.0,850.0,Efectivo,Cajero,salón,,
2024-01-22,16:37,Pollo a la Brasa,29,30.0,870.0,Efectivo,Cajero,salón,,
2024-01-22,16:19,Ceviche Clásico,25,28.0,700.0,Efectivo,Cajero,salón,,
2024-01-22,17:05,Arroz Chaufa,21,22.0,462.0,Efectivo,Cajero,salón,,
2024-01-22,15:54,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2024-01-23,11:27,Lomo Saltado,59,25.0,1475.0,Efectivo,Cajero,salón,,
2024-01-23,18:33,Pollo a la Brasa,63,30.0,1890.0,Efectivo,Cajero,salón,,
2024-01-23,16:39,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2024-01-23,20:21,Arroz Chaufa,37,22.0,814.0,Efectivo,Cajero,salón,,
2024-01-23,19:23,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2024-01-24,18:24,Lomo Saltado,37,25.0,925.0,Efectivo,Cajero,salón,,
2024-01-24,14:20,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2024-01-24,18:15,Ceviche Clásico,17,28.0,476.0,Efectivo,Cajero,salón,,
2024-01-24,13:19,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2024-01-24,20:59,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2024-01-25,12:48,Lomo Saltado,73,25.0,1825.0,Efectivo,Cajero,salón,,
2024-01-25,20:10,Pollo a la Brasa,70,30.0,2100.0,Efectivo,Cajero,salón,,
2024-01-25,21:51,Ceviche Clásico,49,28.0,1372.0,Efectivo,Cajero,salón,,
2024-01-25,11:51,Arroz Chaufa,39,22.0,858.0,Efectivo,Cajero,salón,,
2024-01-25,14:37,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2024-01-26,15:08,Lomo Saltado,74,25.0,1850.0,Efectivo,Cajero,salón,,
2024-01-26,13:56,Pollo a la Brasa,62,30.0,1860.0,Efectivo,Cajero,salón,,
2024-01-26,18:09,Ceviche Clásico,64,28.0,1792.0,Efectivo,Cajero,salón,,
2024-01-26,21:24,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2024-01-26,12:35,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2024-01-27,15:44,Lomo Saltado,84,25.0,2100.0,Efectivo,Cajero,salón,,
2024-01-27,16:17,Pollo a la Brasa,65,30.0,1950.0,Efectivo,Cajero,salón,,
2024-01-27,11:58,Ceviche Clásico,56,28.0,1568.0,Efectivo,Cajero,salón,,
2024-01-27,13:57,Arroz Chaufa,35,22.0,770.0,Efectivo,Cajero,salón,,
2024-01-27,18:30,Tallarines Verdes,27,24.0,648.0,Efectivo,Cajero,salón,,
2024-01-28,12:27,Lomo Saltado,63,25.0,1575.0,Efectivo,Cajero,salón,,
2024-01-28,14:31,Pollo a la Brasa,55,30.0,1650.0,Efectivo,Cajero,salón,,
2024-01-28,13:27,Ceviche Clásico,36,28.0,1008.0,Efectivo,Cajero,salón,,
2024-01-28,19:21,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2024-01-28,12:20,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2024-01-29,17:13,Lomo Saltado,46,25.0,1150.0,Efectivo,Cajero,salón,,
2024-01-29,12:10,Pollo a la Brasa,27,30.0,810.0,Efectivo,Cajero,salón,,
2024-01-29,20:59,Ceviche Clásico,16,28.0,448.0,Efectivo,Cajero,salón,,
2024-01-29,15:04,Arroz Chaufa,11,22.0,242.0,Efectivo,Cajero,salón,,
2024-01-29,13:17,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2024-01-30,17:38,Lomo Saltado,53,25.0,1325.0,Efectivo,Cajero,salón,,
2024-01-30,19:16,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2024-01-30,18:40,Ceviche Clásico,47,28.0,1316.0,Efectivo,Cajero,salón,,
2024-01-30,12:03,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2024-01-30,18:55,Tallarines Verdes,26,24.0,624.0,Efectivo,Cajero,salón,,
2024-01-31,14:20,Lomo Saltado,89,25.0,2225.0,Efectivo,Cajero,salón,,
2024-01-31,17:05,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2024-01-31,16:42,Ceviche Clásico,54,28.0,1512.0,Efectivo,Cajero,salón,,
2024-01-31,17:30,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2024-01-31,19:01,Tallarines Verdes,41,24.0,984.0,Efectivo,Cajero,salón,,
2024-02-01,13:11,Lomo Saltado,78,25.0,1950.0,Efectivo,Cajero,salón,,
2024-02-01,21:55,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2024-02-01,21:52,Ceviche Clásico,55,28.0,1540.0,Efectivo,Cajero,salón,,
2024-02-01,11:36,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2024-02-01,20:39,Tallarines Verdes,29,24.0,696.0,Efectivo,Cajero,salón,,
2024-02-02,13:41,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2024-02-02,19:57,Pollo a la Brasa,56,30.0,1680.0,Efectivo,Cajero,salón,,
2024-02-02,18:39,Ceviche Clásico,48,28.0,1344.0,Efectivo,Cajero,salón,,
2024-02-02,15:50,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2024-02-02,12:35,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2024-02-03,13:48,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2024-02-03,15:54,Pollo a la Brasa,51,30.0,1530.0,Efectivo,Cajero,salón,,
2024-02-03,15:58,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2024-02-03,16:25,Arroz Chaufa,32,22.0,704.0,Efectivo,Cajero,salón,,
